Breakdown,2021-06-27 00:00:00,2020-06-28 00:00:00,2019-06-30 00:00:00,ticker
intangibleAssets,11838000.0,,,BST.AX
totalLiab,299798000.0,,,BST.AX
totalStockholderEquity,43126000.0,,,BST.AX
otherCurrentLiab,23850000.0,,,BST.AX
totalAssets,342924000.0,,,BST.AX
commonStock,1000.0,,,BST.AX
otherCurrentAssets,999000.0,,,BST.AX
retainedEarnings,38037000.0,,,BST.AX
otherLiab,4843000.0,,,BST.AX
treasuryStock,5088000.0,,,BST.AX
otherAssets,12554000.0,,,BST.AX
cash,35733000.0,,,BST.AX
totalCurrentLiabilities,134519000.0,,,BST.AX
deferredLongTermAssetCharges,12554000.0,,,BST.AX
otherStockholderEquity,5088000.0,,,BST.AX
propertyPlantEquipment,196380000.0,,,BST.AX
totalCurrentAssets,122152000.0,,,BST.AX
netTangibleAssets,31288000.0,,,BST.AX
netReceivables,1731000.0,,,BST.AX
inventory,80486000.0,,,BST.AX
accountsPayable,28238000.0,,,BST.AX
