Breakdown,2021-06-27 00:00:00,2020-06-28 00:00:00,2019-06-30 00:00:00,ticker
researchDevelopment,,,,BST.AX
effectOfAccountingCharges,,,,BST.AX
incomeBeforeTax,102802901,-12100000,10900000,BST.AX
minorityInterest,,,,BST.AX
netIncome,88613447,-17400000,8600000,BST.AX
sellingGeneralAdministrative,233107617,180800000,196400000,BST.AX
grossProfit,304700702,278800000,280000000,BST.AX
ebit,59654177,34500000,16400000,BST.AX
operatingIncome,59654177,34500000,16400000,BST.AX
otherOperatingExpenses,9505090,9505090,9505090,BST.AX
interestExpense,-17337817,-14200000,-8700000,BST.AX
extraordinaryItems,,,,BST.AX
nonRecurring,,,,BST.AX
otherItems,,,,BST.AX
incomeTaxExpense,14189453,5300000,2300000,BST.AX
totalRevenue,628441039,625000000,608700000,BST.AX
totalOperatingExpenses,568786862,590500000,592300000,BST.AX
costOfRevenue,323740337,346200000,328700000,BST.AX
totalOtherIncomeExpenseNet,43148723,-46600000,-5500000,BST.AX
discontinuedOperations,,,,BST.AX
netIncomeFromContinuingOps,88613447,-17400000,8600000,BST.AX
netIncomeApplicableToCommonShares,88613447,-17400000,8600000,BST.AX
