,0,1,ticker
0,Market Cap (intraday),18.15M,TRN.AX
1,Enterprise Value,10.27M,TRN.AX
2,Trailing P/E,,TRN.AX
3,Forward P/E,,TRN.AX
4,PEG Ratio (5 yr expected),,TRN.AX
5,Price/Sales (ttm),9.64k,TRN.AX
6,Price/Book (mrq),2.48,TRN.AX
7,Enterprise Value/Revenue,6.97k,TRN.AX
8,Enterprise Value/EBITDA,-3.33,TRN.AX
