,0,1,ticker
0,Market Cap (intraday),25.55M,LNY.AX
1,Enterprise Value,29.09M,LNY.AX
2,Trailing P/E,,LNY.AX
3,Forward P/E,,LNY.AX
4,PEG Ratio (5 yr expected),,LNY.AX
5,Price/Sales (ttm),103.73k,LNY.AX
6,Price/Book (mrq),1.87,LNY.AX
7,Enterprise Value/Revenue,145.43k,LNY.AX
8,Enterprise Value/EBITDA,24.72,LNY.AX
