Breakdown,2021-06-30 00:00:00,ticker
changeToLiabilities,479655,PGD.AX
totalCashflowsFromInvestingActivities,-76943,PGD.AX
totalCashFromFinancingActivities,7508365,PGD.AX
issuanceOfStock,7702787,PGD.AX
netIncome,-1623240,PGD.AX
changeInCash,6435457,PGD.AX
totalCashFromOperatingActivities,-995965,PGD.AX
changeToAccountReceivables,-121337,PGD.AX
otherCashflowsFromFinancingActivities,-194423,PGD.AX
changeToNetincome,268957,PGD.AX
capitalExpenditures,-76943,PGD.AX
