Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,2018-12-31 00:00:00,ticker
totalLiab,460918.0,73296.0,117968.0,MM1.AX
totalStockholderEquity,3037097.0,2190647.0,3408423.0,MM1.AX
totalAssets,3498015.0,2263943.0,3526391.0,MM1.AX
commonStock,5006160.0,4848553.0,4367371.0,MM1.AX
retainedEarnings,-1969063.0,-2640347.0,-925130.0,MM1.AX
otherLiab,6738.0,,,MM1.AX
cash,3421853.0,220400.0,205411.0,MM1.AX
totalCurrentLiabilities,454180.0,73296.0,117968.0,MM1.AX
propertyPlantEquipment,64921.0,1784582.0,2764802.0,MM1.AX
totalCurrentAssets,3433094.0,479361.0,761589.0,MM1.AX
netTangibleAssets,3037097.0,2190647.0,3408423.0,MM1.AX
accountsPayable,89152.0,11026.0,80605.0,MM1.AX
treasuryStock,,-17559.0,-33818.0,MM1.AX
otherStockholderEquity,,-17559.0,-33818.0,MM1.AX
netReceivables,,245758.0,109864.0,MM1.AX
otherCurrentAssets,,,431682.0,MM1.AX
