,0,1,ticker
0,Market Cap (intraday),,BUX.AX
1,Enterprise Value,,BUX.AX
2,Trailing P/E,,BUX.AX
3,Forward P/E,,BUX.AX
4,PEG Ratio (5 yr expected),,BUX.AX
5,Price/Sales (ttm),,BUX.AX
6,Price/Book (mrq),,BUX.AX
7,Enterprise Value/Revenue,,BUX.AX
8,Enterprise Value/EBITDA,,BUX.AX
