Breakdown,Value,ticker
zip,2000,WTL.AX
sector,Financial Services,WTL.AX
longBusinessSummary,"WT Financial Group Limited provides a range of financial services. It operates in two segments, Business to Business and Direct to Consumer. The company provides licensing, compliance, education and training, and technical support services; and practice management and development services, including consumer marketing and education tools. It also offers wealth management, retirement, investment, and financial advice; mortgage and finance advice; real estate advice and buyers agency; and accounting and tax advice, and compliance services, as well as operates as an investment and asset manager of a disability housing fund. In addition, the company provides financial advice and solutions, including superannuation investments, insurance, finance, equities, and direct and SMSF residential and commercial properties to retail and wholesale clients; and home loan solutions for private wealth clients. The company was formerly known as Spring FG Limited and changed its name to WT Financial Group Limited in November 2019. WT Financial Group Limited was incorporated in 2014 and is based in Sydney, Australia.",WTL.AX
city,Sydney,WTL.AX
phone,61 2 9248 0422,WTL.AX
state,NSW,WTL.AX
compensationAsOfEpochDate,1640908800,WTL.AX
country,Australia,WTL.AX
website,https://www.wtfglimited.com,WTL.AX
maxAge,86400,WTL.AX
address1,95 Pitt Street,WTL.AX
industry,Asset Management,WTL.AX
address2,Level 5,WTL.AX
