Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,ticker
intangibleAssets,56000.0,518000.0,SDR.AX
totalLiab,459280000.0,355925000.0,SDR.AX
totalStockholderEquity,-375096000.0,-258539000.0,SDR.AX
deferredLongTermLiab,29975000.0,23190000.0,SDR.AX
otherCurrentLiab,351424000.0,253553000.0,SDR.AX
totalAssets,84184000.0,97386000.0,SDR.AX
commonStock,53544000.0,53515000.0,SDR.AX
retainedEarnings,-452802000.0,-331032000.0,SDR.AX
otherLiab,11510000.0,5698000.0,SDR.AX
treasuryStock,24162000.0,18978000.0,SDR.AX
otherAssets,31137000.0,25241000.0,SDR.AX
cash,30970000.0,46005000.0,SDR.AX
totalCurrentLiabilities,435141000.0,334962000.0,SDR.AX
deferredLongTermAssetCharges,3000.0,3000.0,SDR.AX
otherStockholderEquity,30561000.0,25377000.0,SDR.AX
propertyPlantEquipment,13741000.0,16562000.0,SDR.AX
totalCurrentAssets,36816000.0,52204000.0,SDR.AX
longTermInvestments,2434000.0,2229000.0,SDR.AX
netTangibleAssets,-375152000.0,-259689000.0,SDR.AX
netReceivables,4345000.0,5042000.0,SDR.AX
accountsPayable,4627000.0,2049000.0,SDR.AX
goodWill,,632000.0,SDR.AX
