Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,ticker
totalLiab,440165.0,24829.0,WSR.AX
totalStockholderEquity,5071146.0,570974.0,WSR.AX
otherCurrentLiab,99532.0,,WSR.AX
totalAssets,5511311.0,595803.0,WSR.AX
commonStock,5745116.0,808535.0,WSR.AX
otherCurrentAssets,60000.0,,WSR.AX
retainedEarnings,-1021076.0,-237561.0,WSR.AX
treasuryStock,347106.0,,WSR.AX
cash,3078591.0,17203.0,WSR.AX
totalCurrentLiabilities,440165.0,24829.0,WSR.AX
otherStockholderEquity,347106.0,,WSR.AX
propertyPlantEquipment,2278940.0,552883.0,WSR.AX
totalCurrentAssets,3232371.0,42920.0,WSR.AX
netTangibleAssets,5071146.0,570974.0,WSR.AX
netReceivables,93668.0,23647.0,WSR.AX
accountsPayable,313256.0,9829.0,WSR.AX
