Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,ticker
researchDevelopment,,,WSR.AX
effectOfAccountingCharges,,,WSR.AX
incomeBeforeTax,-783515,-285073,WSR.AX
minorityInterest,,,WSR.AX
netIncome,-783515,-285073,WSR.AX
sellingGeneralAdministrative,602113,94934,WSR.AX
grossProfit,0,0,WSR.AX
ebit,-732655,-285073,WSR.AX
operatingIncome,-732655,-285073,WSR.AX
otherOperatingExpenses,,,WSR.AX
interestExpense,-1009,-1009,WSR.AX
extraordinaryItems,,,WSR.AX
nonRecurring,,,WSR.AX
otherItems,,,WSR.AX
incomeTaxExpense,0,0,WSR.AX
totalRevenue,0,0,WSR.AX
totalOperatingExpenses,732655,285073,WSR.AX
costOfRevenue,0,0,WSR.AX
totalOtherIncomeExpenseNet,-50860,0,WSR.AX
discontinuedOperations,,,WSR.AX
netIncomeFromContinuingOps,-783515,-285073,WSR.AX
netIncomeApplicableToCommonShares,-783515,-285073,WSR.AX
