Breakdown,Value,ticker
zip,4215,CAE.AX
sector,Basic Materials,CAE.AX
longBusinessSummary,"Cannindah Resources Limited, together with its subsidiaries, engages in the exploration, evaluation, and development of mineral projects in Australia. The company explores for gold and copper deposits. Its flagship project is the Mount Cannindah project located in Queensland. The company was formerly known as Planet Metals Limited and changed its name to Cannindah Resources Limited in December 2014. Cannindah Resources Limited was incorporated in 2004 and is based in Southport, Australia.",CAE.AX
city,Southport,CAE.AX
phone,61 7 5557 8791,CAE.AX
state,QLD,CAE.AX
compensationAsOfEpochDate,1640908800,CAE.AX
country,Australia,CAE.AX
website,https://www.cannindah.com.au,CAE.AX
maxAge,86400,CAE.AX
address1,50 Marine Parade,CAE.AX
fax,61 7 5557 8791,CAE.AX
industry,Other Precious Metals & Mining,CAE.AX
address2,Level 3,CAE.AX
