Breakdown,Value,ticker
zip,3205,MTH.AX
sector,Basic Materials,MTH.AX
longBusinessSummary,"Mithril Resources Limited engages in the exploration and development of mineral properties in Mexico and Australia. The company explores for gold, silver, zinc, and nickel deposits. It primarily holds interest in the Copalquin Gold Silver project covering an area of 70 square kilometres located in the Durango State, Mexico. The company was incorporated in 2002 and is based in Melbourne, Australia.",MTH.AX
city,Melbourne,MTH.AX
state,VIC,MTH.AX
compensationAsOfEpochDate,1640908800,MTH.AX
country,Australia,MTH.AX
website,https://www.mithrilresources.com.au,MTH.AX
maxAge,86400,MTH.AX
address1,100 Albert Road,MTH.AX
industry,Other Industrial Metals & Mining,MTH.AX
address2,Level 4 South Melbourne,MTH.AX
