Breakdown,Value,ticker
zip,3000,NAE.AX
sector,Basic Materials,NAE.AX
longBusinessSummary,"New Age Exploration Limited operates as a minerals and metals exploration and development company focuses on gold projects in the United Kingdom, Australia, and New Zealand. The company focuses on advancing gold exploration projects in the Pilbara Gold district, Western Australia, as well as the South Island of New Zealand. It also owns 100% interest in the Lochinvar coking coal project located on the Scottish and English borders. New Age Exploration Limited is based in Melbourne, Australia.",NAE.AX
city,Melbourne,NAE.AX
phone,61 3 9614 0600,NAE.AX
state,VIC,NAE.AX
compensationAsOfEpochDate,1640908800,NAE.AX
country,Australia,NAE.AX
website,https://www.nae.net.au,NAE.AX
maxAge,86400,NAE.AX
address1,480 Collins Street,NAE.AX
fax,61 3 9614 5612,NAE.AX
industry,Other Industrial Metals & Mining,NAE.AX
address2,Level 2,NAE.AX
