Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
researchDevelopment,,,,AVD.AX
effectOfAccountingCharges,,,,AVD.AX
incomeBeforeTax,3754000,1771000,919000,AVD.AX
minorityInterest,,,,AVD.AX
netIncome,2628000,1240000,643000,AVD.AX
sellingGeneralAdministrative,12853000,12653000,11730000,AVD.AX
grossProfit,24447000,22079000,20777000,AVD.AX
ebit,3706000,1841000,1616000,AVD.AX
operatingIncome,3706000,1841000,1616000,AVD.AX
otherOperatingExpenses,354000,67000,279000,AVD.AX
interestExpense,-251000,-269000,-197000,AVD.AX
extraordinaryItems,,,,AVD.AX
nonRecurring,,,,AVD.AX
otherItems,,,,AVD.AX
incomeTaxExpense,1126000,531000,276000,AVD.AX
totalRevenue,116659000,106930000,93704000,AVD.AX
totalOperatingExpenses,112953000,105089000,92088000,AVD.AX
costOfRevenue,92212000,84851000,72927000,AVD.AX
totalOtherIncomeExpenseNet,48000,-70000,-697000,AVD.AX
discontinuedOperations,,,,AVD.AX
netIncomeFromContinuingOps,2628000,1240000,643000,AVD.AX
netIncomeApplicableToCommonShares,2628000,1240000,643000,AVD.AX
