Breakdown,Value,ticker
zip,2000,ABX.AX
sector,Basic Materials,ABX.AX
longBusinessSummary,"Australian Bauxite Limited engages in the exploration, development, and production of bauxite resources in Australia. It holds interests in 10 bauxite tenements covering an area of approximately 321 square kilometers located in New South Wales, Queensland, and Tasmania; and Bald Hill bauxite mine project at Campbell Town in northern Tasmania. The company was incorporated in 2009 and is based in Sydney, Australia.",ABX.AX
city,Sydney,ABX.AX
phone,61 2 9251 7177,ABX.AX
state,NSW,ABX.AX
compensationAsOfEpochDate,1609372800,ABX.AX
country,Australia,ABX.AX
website,https://www.australianbauxite.com.au,ABX.AX
maxAge,86400,ABX.AX
address1,52 Phillip Street,ABX.AX
fax,61 2 9251 7500,ABX.AX
industry,Aluminum,ABX.AX
address2,Level 5,ABX.AX
