Breakdown,Value,ticker
zip,5000,CXM.AX
sector,Basic Materials,CXM.AX
longBusinessSummary,"Centrex Limited operates as a mineral exploration company in Australia. The company explores for phosphate, potash, zinc, lead, gold, and copper deposits. Its flagship project is the Ardmore phosphate rock project located to the south of Mount Isa in North West Queensland. The company was formerly known as Centrex Metals Limited and changed its name to Centrex Limited in December 2021. The company was incorporated in 2001 and is based in Adelaide, Australia.",CXM.AX
city,Adelaide,CXM.AX
phone,61 8 8213 3100,CXM.AX
state,SA,CXM.AX
compensationAsOfEpochDate,1640908800,CXM.AX
country,Australia,CXM.AX
website,https://www.centrexlimited.com.au,CXM.AX
maxAge,86400,CXM.AX
address1,44 Waymouth Street,CXM.AX
fax,61 8 8231 4014,CXM.AX
industry,Other Industrial Metals & Mining,CXM.AX
address2,Level 6,CXM.AX
