Breakdown,Value,ticker
zip,6000,CLA.AX
sector,Basic Materials,CLA.AX
longBusinessSummary,"Celsius Resources Limited, together with its subsidiaries, engages in the exploration and extraction of mineral properties in Australia, Namibia, and the Philippines. The company primarily explores for copper, gold, nickel, and cobalt deposits. Its flagship project is the Maalinao-Caigutan-Biyog copper gold project located in the Philippines. The company was formerly known as Celsius Coal Limited and changed its name to Celsius Resources Limited in December 2016. The company was incorporated in 1986 and is based in Perth, Australia.",CLA.AX
city,Perth,CLA.AX
phone,61 8 6188 8181,CLA.AX
state,WA,CLA.AX
compensationAsOfEpochDate,1640908800,CLA.AX
country,Australia,CLA.AX
website,https://www.celsiusresources.com.au,CLA.AX
maxAge,86400,CLA.AX
address1,22 Mount Street,CLA.AX
fax,61 8 6188 8182,CLA.AX
industry,Other Industrial Metals & Mining,CLA.AX
address2,Level 2,CLA.AX
