Breakdown,Value,ticker
zip,4000,NPM.AX
sector,Basic Materials,NPM.AX
longBusinessSummary,"NewPeak Metals Limited, a mineral resource company, explores for and evaluates gold properties in Finland, New Zealand, and Argentina. Its project portfolio includes the Las OpeÃ±as Gold project covering an area of 1,462 hectares located in the north-western region of San Juan province, Argentina; and Cachi Gold project covering an area of 46,892 hectares lease package located in the central-western region of Santa Cruz province, Argentina. The company also holds 100% interest in the Somero and Tampere Gold Project covering a total area of 2,669 hectares located in Finland; and holds interest in the Bergslagen Tungsten project covering a total area of 11,870 hectares located near the city of GrÃ¤ngesberg, Sweden. In addition, it owns approximately 28.18% interest in Lakes Blue Energy which has petroleum assets located in Victoria, Queensland, South Australia, and Papua New Guinea. The company was formerly known as Dark Horse Resources Limited and changed its name to NewPeak Metals Limited in September 2020. NewPeak Metals Limited was incorporated in 1995 and is based in Brisbane, Australia.",NPM.AX
city,Brisbane,NPM.AX
phone,61 7 3303 0650,NPM.AX
state,QLD,NPM.AX
compensationAsOfEpochDate,1640908800,NPM.AX
country,Australia,NPM.AX
website,https://newpeak.com.au,NPM.AX
maxAge,86400,NPM.AX
address1,111 Eagle Street,NPM.AX
fax,61 7 3303 0681,NPM.AX
industry,Gold,NPM.AX
address2,Level 27,NPM.AX
