Breakdown,Value,ticker
zip,3127,SWF.AX
sector,Financial Services,SWF.AX
longBusinessSummary,"SelfWealth Limited provides online share trading services in Australia and the United States. It also provides online investor community portal services. The company was incorporated in 2011 and is based in Surrey Hills, Australia.",SWF.AX
city,Surrey Hills,SWF.AX
phone,61 3 8658 6080,SWF.AX
state,VIC,SWF.AX
compensationAsOfEpochDate,1640908800,SWF.AX
country,Australia,SWF.AX
website,https://www.selfwealth.com.au,SWF.AX
maxAge,86400,SWF.AX
address1,613 Canterbury Road,SWF.AX
industry,Capital Markets,SWF.AX
address2,Level 2,SWF.AX
