Breakdown,2021-06-30 00:00:00,ticker
changeToLiabilities,236102,RAD.AX
netBorrowings,141600,RAD.AX
totalCashFromFinancingActivities,144000,RAD.AX
issuanceOfStock,2400,RAD.AX
netIncome,-1164456,RAD.AX
changeInCash,65018,RAD.AX
totalCashFromOperatingActivities,-78982,RAD.AX
changeToAccountReceivables,-15233,RAD.AX
changeToNetincome,864605,RAD.AX
