Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
changeToLiabilities,-21094000,-2773000,13259000,1035000,VTG.AX
totalCashflowsFromInvestingActivities,-10318000,-19063000,-23736000,-26806000,VTG.AX
netBorrowings,-23182000,-7419000,-6542000,2212000,VTG.AX
totalCashFromFinancingActivities,-35017000,-11943000,-19865000,-7828000,VTG.AX
changeToOperatingActivities,-659000,-1899000,-174000,1028000,VTG.AX
issuanceOfStock,1327000,1961000,2131000,8504000,VTG.AX
netIncome,26338000,22407000,24282000,21951000,VTG.AX
changeInCash,1395000,10141000,-4940000,1937000,VTG.AX
totalCashFromOperatingActivities,46730000,41147000,38661000,36571000,VTG.AX
depreciation,27820000,27074000,9319000,8086000,VTG.AX
dividendsPaid,-13162000,-6485000,-15454000,-18544000,VTG.AX
changeToInventory,3096000,-371000,-4866000,-1627000,VTG.AX
changeToAccountReceivables,4400000,-3034000,-1851000,6810000,VTG.AX
changeToNetincome,2943000,915000,-1821000,355000,VTG.AX
capitalExpenditures,-8862000,-13494000,-16363000,-4924000,VTG.AX
