Breakdown,Value,ticker
zip,2000,LAW.AX
sector,Financial Services,LAW.AX
longBusinessSummary,"LawFinance Limited provides financing solutions to law firms in Australia and the United States. The company operates through JustKapital Finance and National Health Finance segments. It offers disbursement and short-term, and medical lien funding services. The company was formerly known as JustKapital Limited and changed its name to LawFinance Limited in October 2018. LawFinance Limited was incorporated in 1999 and is based in Sydney, Australia.",LAW.AX
city,Sydney,LAW.AX
phone,61 2 9696 0220,LAW.AX
state,NSW,LAW.AX
compensationAsOfEpochDate,1609372800,LAW.AX
country,Australia,LAW.AX
website,https://www.justkapital.com.au,LAW.AX
maxAge,86400,LAW.AX
address1,56 Pitt Street,LAW.AX
fax,61 2 9252 3430,LAW.AX
industry,Credit Services,LAW.AX
address2,Suite 2 Level 16,LAW.AX
