Breakdown,Value,ticker
zip,2066,NAN.AX
sector,Healthcare,NAN.AX
fullTimeEmployees,339,NAN.AX
compensationRisk,1,NAN.AX
auditRisk,5,NAN.AX
longBusinessSummary,"Nanosonics Limited, together with its subsidiaries, operates as an infection prevention company in Australia and internationally. The company engages in the manufacturing and distribution of the trophon ultrasound probe disinfector, and its associated consumables and accessories; and research, development, and commercialization of infection control and decontamination products and related technologies. It provides trophon2, an ultrasound probe high level disinfection device; trophon EPR, a low temperature high level disinfection solution for intra-cavity ultrasound probes; and Nanosonics AuditPro, an infection control workflow compliance management solution. The company offers its products primarily to sonographers, hospitals, obstetricians, and gynecologists. Nanosonics Limited was incorporated in 2000 and is headquartered in Lane Cove, Australia.",NAN.AX
city,Lane Cove,NAN.AX
phone,61 2 8063 1600,NAN.AX
state,NSW,NAN.AX
shareHolderRightsRisk,1,NAN.AX
compensationAsOfEpochDate,1640908800,NAN.AX
governanceEpochDate,1643673600,NAN.AX
boardRisk,5,NAN.AX
country,Australia,NAN.AX
website,https://www.nanosonics.com.au,NAN.AX
maxAge,86400,NAN.AX
overallRisk,2,NAN.AX
address1,14 Mars Road,NAN.AX
fax,61 2 9418 3743,NAN.AX
industry,Medical Instruments & Supplies,NAN.AX
