Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
intangibleAssets,147227.0,153000.0,194561.0,CHL.AX
totalLiab,16494431.0,4096451.0,2589074.0,CHL.AX
totalStockholderEquity,14082184.0,-3221218.0,-912530.0,CHL.AX
otherCurrentLiab,3553671.0,98068.0,1892645.0,CHL.AX
totalAssets,30576615.0,6075233.0,6876544.0,CHL.AX
commonStock,21965997.0,2598600.0,2598600.0,CHL.AX
otherCurrentAssets,47365.0,14890.0,4017287.0,CHL.AX
retainedEarnings,-7886971.0,-5822976.0,-3510546.0,CHL.AX
otherLiab,54295.0,30431.0,17699.0,CHL.AX
treasuryStock,3158.0,3158.0,-584.0,CHL.AX
otherAssets,256639.0,72622.0,,CHL.AX
cash,21074711.0,4658569.0,1199516.0,CHL.AX
totalCurrentLiabilities,16090111.0,4066020.0,2571375.0,CHL.AX
deferredLongTermAssetCharges,256639.0,72582.0,,CHL.AX
shortLongTermDebt,16228.0,,,CHL.AX
otherStockholderEquity,3158.0,3158.0,-584.0,CHL.AX
propertyPlantEquipment,530095.0,147511.0,18070.0,CHL.AX
totalCurrentAssets,29642654.0,5702100.0,6663873.0,CHL.AX
netTangibleAssets,13934957.0,-3374218.0,-1107091.0,CHL.AX
netReceivables,7888121.0,1012911.0,1447070.0,CHL.AX
longTermDebt,73927.0,,,CHL.AX
inventory,166147.0,15730.0,,CHL.AX
accountsPayable,12121869.0,3734450.0,413977.0,CHL.AX
longTermInvestments,,,40.0,CHL.AX
