Breakdown,Value,ticker
zip,2013,MPP.AX
sector,Industrials,MPP.AX
compensationRisk,8,MPP.AX
auditRisk,9,MPP.AX
longBusinessSummary,"Metro Performance Glass Limited, together with its subsidiaries, supplies processed flat glass and related products for the residential and commercial building sectors in New Zealand and Australia. Its glass products include splash backs, benchtops, and kitchen doors and mirrors; and bathroom mirrors, bath and shower screens, inline showers, two- and three-sided showers, bath end showers, bath screens, shower linings, and shower and screen hardware. The company also offers interior balustrades, stairs and floors, room dividers, mirrors, wall linings, doors, and furniture; exterior balustrades, pool fences, wind breaks, glass canopies, glass features, outdoor furniture, and balustrade and pool fence hardware; metroview balustrades; and window glazings. In addition, it provides installation services. Metro Performance Glass Limited was founded in 1987 and is headquartered in Auckland, New Zealand.",MPP.AX
city,Auckland,MPP.AX
phone,64 9 927 3000,MPP.AX
shareHolderRightsRisk,7,MPP.AX
compensationAsOfEpochDate,1640908800,MPP.AX
governanceEpochDate,1643673600,MPP.AX
boardRisk,7,MPP.AX
country,New Zealand,MPP.AX
website,https://www.metroglass.co.nz,MPP.AX
maxAge,86400,MPP.AX
overallRisk,8,MPP.AX
address1,5 Lady Fisher Place,MPP.AX
industry,Building Products & Equipment,MPP.AX
address2,Highbrook East Tamaki,MPP.AX
