Breakdown,Value,ticker
zip,2232,VLS.AX
sector,Healthcare,VLS.AX
longBusinessSummary,"Vita Life Sciences Limited, a pharmaceutical and healthcare company, engages in formulation, packaging, distribution, and sale of vitamins and supplements. It offers a range of supplements, vitamins, minerals, herbs, and superfoods. The company markets its products through pharmacies and health food stores under the Herbs of Gold, VitaHealth, VitaScience, and VitaLife brands. It operates in Australia, Singapore, Malaysia, Thailand, Vietnam, Indonesia, China, and internationally. Vita Life Sciences Limited was founded in 1947 and is headquartered in Kirrawee, Australia.",VLS.AX
city,Kirrawee,VLS.AX
phone,61 2 9545 2633,VLS.AX
state,NSW,VLS.AX
compensationAsOfEpochDate,1609372800,VLS.AX
country,Australia,VLS.AX
website,https://www.vitalifesciences.com,VLS.AX
maxAge,86400,VLS.AX
address1,Bath Road,VLS.AX
fax,61 2 9545 1311,VLS.AX
industry,Drug Manufacturers—Specialty & Generic,VLS.AX
address2,Unit 1/102,VLS.AX
