Breakdown,Value,ticker
zip,2000,TOT.AX
sector,Real Estate,TOT.AX
longBusinessSummary,"360 Capital REIT invests across the entire real estate capital stack to take advantage of varying market conditions in order to maximize risk adjusted returns for unit holders. It was formerly known as 360 Capital Total Return Fund. 360 Capital REIT is based in Sydney, Australia.",TOT.AX
city,Sydney,TOT.AX
phone,61 2 8405 8860,TOT.AX
state,NSW,TOT.AX
country,Australia,TOT.AX
website,https://www.360capital.com.au/investment-strategies/real-assets/real-estate/360-capital-reit,TOT.AX
maxAge,86400,TOT.AX
address1,56 Pitt Street,TOT.AX
fax,61 2 9238 0354,TOT.AX
industry,REIT—Diversified,TOT.AX
address2,Level 8,TOT.AX
