Breakdown,Value,ticker
zip,6005,TGN.AX
sector,Basic Materials,TGN.AX
longBusinessSummary,"Tungsten Mining NL, a resources company, engages in the exploration, evaluation, and development of mineral projects in Australia. The company also explores for tungsten, molybdenum, gold, silver, and copper deposits. It holds interest in the Mt Mulgine project located in the Murchison region of Western Australia. The company also owns interests in Hatches Creek project consists of two exploration licenses covering 31.4 square kilometers situated in the Davenport province, Northern Territory of Australia; 100% interest in the Watershed project located in the Far North, Queensland; Big Hill project situated in the Eastern Pilbara; and Kilba project located in the Ashburton region. Tungsten Mining NL was incorporated in 2011 and is based in West Perth, Australia.",TGN.AX
city,West Perth,TGN.AX
phone,61 8 9486 8492,TGN.AX
state,WA,TGN.AX
compensationAsOfEpochDate,1640908800,TGN.AX
country,Australia,TGN.AX
website,https://www.tungstenmining.com,TGN.AX
maxAge,86400,TGN.AX
address1,46 Colin Street,TGN.AX
fax,61 8 6117 4039,TGN.AX
industry,Other Industrial Metals & Mining,TGN.AX
address2,Level 4,TGN.AX
