Breakdown,Value,ticker
zip,3000,AOF.AX
sector,Real Estate,AOF.AX
longBusinessSummary,"AOF is an ASX-listed REIT that wholly owns a diversified portfolio of nine office properties located across Australian metropolitan and CBD markets in Sydney, Adelaide, Melbourne, Brisbane and Canberra.",AOF.AX
city,Melbourne,AOF.AX
phone,61 13 29 39,AOF.AX
state,VIC,AOF.AX
country,Australia,AOF.AX
website,https://www.australianunityofficefund.com.au,AOF.AX
maxAge,86400,AOF.AX
address1,271 Spring Street,AOF.AX
industry,REIT—Office,AOF.AX
address2,Level 15,AOF.AX
