Breakdown,2021-07-31 00:00:00,ticker
totalStockholderEquity,244371,LYK.AX
totalAssets,244371,LYK.AX
commonStock,300002,LYK.AX
retainedEarnings,-55631,LYK.AX
cash,212986,LYK.AX
totalCurrentAssets,244371,LYK.AX
netTangibleAssets,244371,LYK.AX
netReceivables,7065,LYK.AX
