Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,ticker
intangibleAssets,9511074.0,4945176.0,ALO.AX
totalLiab,40678589.0,22484510.0,ALO.AX
totalStockholderEquity,797132.0,-1212184.0,ALO.AX
otherCurrentLiab,975503.0,454177.0,ALO.AX
totalAssets,41475721.0,21272326.0,ALO.AX
commonStock,7673086.0,373218.0,ALO.AX
otherCurrentAssets,184630.0,115038.0,ALO.AX
retainedEarnings,-2375874.0,-1585402.0,ALO.AX
otherLiab,253680.0,102310.0,ALO.AX
treasuryStock,-4500080.0,,ALO.AX
otherAssets,66026.0,69312.0,ALO.AX
cash,361771.0,645178.0,ALO.AX
totalCurrentLiabilities,5565583.0,3375990.0,ALO.AX
shortLongTermDebt,639985.0,430855.0,ALO.AX
otherStockholderEquity,-4500080.0,,ALO.AX
propertyPlantEquipment,30348383.0,15253231.0,ALO.AX
totalCurrentAssets,1550188.0,1004557.0,ALO.AX
longTermInvestments,50.0,50.0,ALO.AX
netTangibleAssets,-8713942.0,-6157360.0,ALO.AX
netReceivables,905144.0,206449.0,ALO.AX
longTermDebt,5005000.0,4233023.0,ALO.AX
accountsPayable,582491.0,816392.0,ALO.AX
