Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
totalLiab,101053675,84171403,31030904,HM1.AX
totalStockholderEquity,885999277,750506830,570453028,HM1.AX
otherCurrentLiab,35712810,33499770,1929264,HM1.AX
totalAssets,987052952,834678233,601483932,HM1.AX
commonStock,567043973,562500001,500000001,HM1.AX
retainedEarnings,166682929,70047032,3432605,HM1.AX
otherLiab,65340865,50671633,28738745,HM1.AX
treasuryStock,152272375,117959797,67020422,HM1.AX
otherAssets,1752506,2484033,1290040,HM1.AX
cash,123588147,52255304,7052020,HM1.AX
totalCurrentLiabilities,35712810,33499770,2292159,HM1.AX
deferredLongTermAssetCharges,1752506,2484033,1290040,HM1.AX
otherStockholderEquity,152272375,117959797,67020422,HM1.AX
totalCurrentAssets,123863473,52886052,7105518,HM1.AX
longTermInvestments,861436973,779308148,593088374,HM1.AX
netTangibleAssets,885999277,750506830,570453028,HM1.AX
netReceivables,275326,401677,53498,HM1.AX
