Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
investments,161317770.0,-14450129.0,-589650060.0,HM1.AX
changeToLiabilities,695368.0,-1455161.0,-1093726.0,HM1.AX
totalCashflowsFromInvestingActivities,161317770.0,-14450129.0,-589650060.0,HM1.AX
totalCashFromFinancingActivities,-22456028.0,62500000.0,600000001.0,HM1.AX
changeToOperatingActivities,1475459.0,4899819.0,4899819.0,HM1.AX
netIncome,-12464141.0,-2684949.0,-895560.0,HM1.AX
changeInCash,71332843.0,45203284.0,8462424.0,HM1.AX
effectOfExchangeRate,-10615473.0,-1650168.0,484523.0,HM1.AX
totalCashFromOperatingActivities,-56913426.0,-1196419.0,-2372040.0,HM1.AX
dividendsPaid,-22456028.0,-22456028.0,-22456028.0,HM1.AX
changeToAccountReceivables,126351.0,-348179.0,-64198.0,HM1.AX
changeToNetincome,10615473.0,1650168.0,-484523.0,HM1.AX
issuanceOfStock,,62500000.0,600000001.0,HM1.AX
