Breakdown,Value,ticker
zip,2040,AT1.AX
sector,Healthcare,AT1.AX
longBusinessSummary,"Atomo Diagnostics Limited researches, designs, develops, manufactures, and sells medical devices for blood-based rapid testing for professional use and self-testing in Australia and internationally. The company offers AtomoRapid RDT platforms to suit various blood-based lateral flow test assays and are appropriate for a range of applications, including screening for chronic conditions and detection of infectious diseases. Its rapid test devices are used by healthcare professionals and by consumers to screen for a range of diseases and medical conditions, including HIV infection. Atomo Diagnostics Limited was incorporated in 2010 and is headquartered in Leichhardt, Australia.",AT1.AX
city,Leichhardt,AT1.AX
phone,61 2 9099 4750,AT1.AX
state,NSW,AT1.AX
compensationAsOfEpochDate,1640908800,AT1.AX
country,Australia,AT1.AX
website,https://atomodiagnostics.com,AT1.AX
maxAge,86400,AT1.AX
address1,701-703 Parramatta Road,AT1.AX
industry,Medical Devices,AT1.AX
address2,Level 2,AT1.AX
