Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
researchDevelopment,820640,695009,1335561,2878853,AT1.AX
effectOfAccountingCharges,,,,,AT1.AX
incomeBeforeTax,-6021215,-9218105,-5055112,-7200173,AT1.AX
minorityInterest,,,,,AT1.AX
netIncome,-6021215,-9218105,-5055112,-4900173,AT1.AX
sellingGeneralAdministrative,6157931,4300361,3227975,1863957,AT1.AX
grossProfit,3086492,3418719,18108,-501438,AT1.AX
ebit,-5406171,-2221076,-4223553,-6108292,AT1.AX
operatingIncome,-5406171,-2221076,-4223553,-6108292,AT1.AX
otherOperatingExpenses,195765,-42662,-882482,534796,AT1.AX
interestExpense,-7786,-8263219,-1038368,-936617,AT1.AX
extraordinaryItems,,,,,AT1.AX
nonRecurring,,,,,AT1.AX
otherItems,,,,,AT1.AX
incomeTaxExpense,0,0,0,-2300000,AT1.AX
totalRevenue,6715659,5368698,539736,287250,AT1.AX
totalOperatingExpenses,12121830,7589774,4763289,6395542,AT1.AX
costOfRevenue,3629167,1949979,521628,788688,AT1.AX
totalOtherIncomeExpenseNet,-615044,-6997029,-831559,-1091881,AT1.AX
discontinuedOperations,,,,,AT1.AX
netIncomeFromContinuingOps,-6021215,-9218105,-5055112,-4900173,AT1.AX
netIncomeApplicableToCommonShares,-6021215,-9218105,-5055112,-4900173,AT1.AX
