,0,1,ticker
0,Market Cap (intraday),1.96B,ABC.AX
1,Enterprise Value,2.46B,ABC.AX
2,Trailing P/E,16.08,ABC.AX
3,Forward P/E,17.09,ABC.AX
4,PEG Ratio (5 yr expected),,ABC.AX
5,Price/Sales (ttm),1.30,ABC.AX
6,Price/Book (mrq),1.59,ABC.AX
7,Enterprise Value/Revenue,1.63,ABC.AX
8,Enterprise Value/EBITDA,9.04,ABC.AX
