Breakdown,Value,ticker
zip,2000,PAI.AX
sector,Financial Services,PAI.AX
longBusinessSummary,"Platinum Asia Investments Limited is a closed-ended equity mutual fund launched and managed by Platinum Asset Management Limited. It invests in the public equity markets of Asia ex Japan. The fund invests in stocks of companies operating across diversified sectors. It invests in value stocks of companies. The fund employs fundamental analysis with a bottom up approach to create its portfolio. It benchmarks the performance of its portfolio against the MSCI All Country Asia ex Japan Net Index. Platinum Asia Investments Limited was founded on September 16, 2015 and is domiciled in Australia.",PAI.AX
city,Sydney,PAI.AX
phone,61 2 9255 7500,PAI.AX
state,NSW,PAI.AX
country,Australia,PAI.AX
website,https://www.platinum.com.au/our-funds/platinum-asia-investments-limited/,PAI.AX
maxAge,86400,PAI.AX
address1,Level 8,PAI.AX
fax,61 2 9254 5555,PAI.AX
industry,Asset Management,PAI.AX
address2,7 Macquarie Place,PAI.AX
