Breakdown,Value,ticker
zip,5045,MEU.AX
sector,Basic Materials,MEU.AX
longBusinessSummary,"Marmota Limited engages in the exploration of mineral properties in Australia. It explores for gold, copper, and uranium deposits. The company's flagship project is the Junction Dam uranium project located to the west of Broken Hill, Australia. It also owns Gawler Craton gold project comprising approximately 6,000 square kilometers located in Woomera. In addition, the company owns a copper project located in Yorke Peninsula. Marmota Limited was incorporated in 2006 and is based in Glenelg, Australia.",MEU.AX
city,Glenelg,MEU.AX
phone,61 8 8294 0899,MEU.AX
state,SA,MEU.AX
compensationAsOfEpochDate,1640908800,MEU.AX
country,Australia,MEU.AX
website,https://www.marmota.com.au,MEU.AX
maxAge,86400,MEU.AX
address1,79-81 Brighton Road,MEU.AX
fax,61 8 8376 8633,MEU.AX
industry,Other Industrial Metals & Mining,MEU.AX
address2,Unit 6,MEU.AX
