Breakdown,Value,ticker
zip,2000,FPC.AX
sector,Financial Services,FPC.AX
longBusinessSummary,"Fat Prophets Global Contrarian Fund Ltd is a closed-ended equity mutual fund launched and managed by Fat Prophets Funds Management Australia Pty. Ltd. The fund invests in public equity markets of across the globe. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in stocks using contrarian approach. It also invests in exchange traded funds. The fund employs fundamental analysis along with a combination of bottom-up and top-down stock picking approach to create its portfolios. Fat Prophets Global Contrarian Fund Ltd was formed on October 19, 2016 and is domiciled in Australia.",FPC.AX
city,Sydney,FPC.AX
phone,61 2 9252 7171,FPC.AX
state,NSW,FPC.AX
country,Australia,FPC.AX
maxAge,86400,FPC.AX
address1,Level 3,FPC.AX
fax,61 2 9266 0488,FPC.AX
industry,Asset Management,FPC.AX
address2,22 Market Street,FPC.AX
