Breakdown,Value,ticker
zip,3205,MEB.AX
sector,Healthcare,MEB.AX
longBusinessSummary,"Medibio Limited, a health technology company, researches, develops, and commercializes mental health technology to assist in the screening, diagnosing, monitoring, and management of depression and other mental health conditions in Australia and the United States. The company offers mental well-being solutions for businesses through corporate health product; and develops products for healthcare provider market. It has a clinical trial agreement with MedBridge Healthcare LLC to support sleep analysis of depressive burden (SADB) trial. The company was formerly known as BioProspect Limited and changed its name to Medibio Limited in November 2014. Medibio Limited was incorporated in 1987 and is headquartered in Melbourne, Australia.",MEB.AX
city,Melbourne,MEB.AX
phone,61 3 9692 7222,MEB.AX
state,VIC,MEB.AX
compensationAsOfEpochDate,1640908800,MEB.AX
country,Australia,MEB.AX
website,https://medibio.com.au,MEB.AX
maxAge,86400,MEB.AX
address1,100 Albert Road,MEB.AX
fax,61 3 9077 9233,MEB.AX
industry,Health Information Services,MEB.AX
address2,Level 4 South Melbourne,MEB.AX
